login_id,customer_id,ip,device
755,210,192.168.1.71,iPhone
756,177,192.168.1.6,Mac
757,387,192.168.1.9,Windows
758,351,192.168.1.94,Windows
759,286,192.168.1.26,Windows
760,385,192.168.1.69,iPhone
761,398,192.168.1.74,Windows
762,252,192.168.1.123,Android
763,65,192.168.1.132,Android
764,244,192.168.1.218,iPhone
765,48,192.168.1.135,Android
766,331,192.168.1.15,Mac
767,455,192.168.1.81,iPhone
768,444,192.168.1.107,iPhone
769,55,192.168.1.12,Mac
770,153,192.168.1.115,iPhone
771,242,192.168.1.69,Android
772,400,192.168.1.132,Mac
773,461,192.168.1.175,Windows
774,143,192.168.1.244,Mac
775,239,192.168.1.246,Mac
776,59,192.168.1.175,Mac
777,53,192.168.1.97,Windows
778,333,192.168.1.120,Mac
779,489,192.168.1.218,Mac
780,214,192.168.1.224,iPhone
781,384,192.168.1.82,iPhone
782,189,192.168.1.255,Android
783,43,192.168.1.42,Mac
784,35,192.168.1.61,Windows
785,303,192.168.1.195,Windows
786,54,192.168.1.200,Windows
787,469,192.168.1.37,iPhone
788,483,192.168.1.227,iPhone
789,82,192.168.1.211,Android
790,419,192.168.1.41,Android
791,228,192.168.1.251,Windows
792,56,192.168.1.197,Windows
793,17,192.168.1.213,iPhone
794,82,192.168.1.215,Windows
795,168,192.168.1.7,Windows
796,10,192.168.1.180,Mac
797,458,192.168.1.112,Android
798,488,192.168.1.104,Mac
799,465,192.168.1.181,iPhone
800,347,192.168.1.165,Mac
801,127,192.168.1.60,Windows
802,495,192.168.1.212,Mac
803,348,192.168.1.50,Windows
804,404,192.168.1.8,Mac
805,359,192.168.1.32,Android
806,154,192.168.1.164,Mac
807,164,192.168.1.200,Windows
808,355,192.168.1.206,Windows
809,150,192.168.1.12,Mac
810,26,192.168.1.177,iPhone
811,121,192.168.1.144,Android
812,292,192.168.1.188,iPhone
813,40,192.168.1.108,Windows
814,45,192.168.1.54,Windows
815,372,192.168.1.112,Android
816,82,192.168.1.120,Mac
817,361,192.168.1.75,Mac
818,194,192.168.1.128,Windows
819,24,192.168.1.21,Mac
820,34,192.168.1.19,Android
821,36,192.168.1.91,iPhone
822,367,192.168.1.229,Android
823,433,192.168.1.90,Windows
824,354,192.168.1.222,Windows
825,304,192.168.1.209,Android
826,241,192.168.1.25,Android
827,238,192.168.1.234,Android
828,34,192.168.1.33,iPhone
829,305,192.168.1.168,iPhone
830,404,192.168.1.88,Mac
831,377,192.168.1.195,Android
832,90,192.168.1.160,Mac
833,175,192.168.1.163,Android
834,72,192.168.1.144,Android
835,436,192.168.1.58,iPhone
836,175,192.168.1.53,Android
837,412,192.168.1.211,Android
838,216,192.168.1.194,Windows
839,28,192.168.1.214,iPhone
840,447,192.168.1.36,Android
841,462,192.168.1.204,Windows
842,318,192.168.1.249,Mac
843,43,192.168.1.127,iPhone
844,34,192.168.1.69,Android
845,77,192.168.1.201,Android
846,499,192.168.1.206,Mac
847,148,192.168.1.88,Mac
848,439,192.168.1.175,iPhone
849,410,192.168.1.196,iPhone
850,429,192.168.1.15,iPhone
851,232,192.168.1.162,iPhone
852,305,192.168.1.122,Android
853,31,192.168.1.65,iPhone
854,440,192.168.1.201,iPhone
855,230,192.168.1.25,iPhone
856,198,192.168.1.80,Mac
857,33,192.168.1.68,Mac
858,151,192.168.1.254,Android
859,195,192.168.1.81,iPhone
860,20,192.168.1.45,iPhone
861,1,192.168.1.40,Android
862,97,192.168.1.2,Mac
863,80,192.168.1.82,Android
864,244,192.168.1.242,iPhone
865,201,192.168.1.167,iPhone
866,483,192.168.1.249,iPhone
867,44,192.168.1.149,Mac
868,317,192.168.1.245,Android
869,317,192.168.1.209,Mac
870,242,192.168.1.79,Mac
871,90,192.168.1.163,Android
872,154,192.168.1.234,Android
